m2700s22115,Bar.Pressure (mm-Hg),Solar Rad (wat/m2),RH (%),Temperature (*C),Rainfall (mm),Wind Dir (Deg),Wind Gust (km/h),Wind Speed (km/h),Dew Point (*C)
,mm-Hg,wat/m2,%,*C,mm,Deg,km/h,km/h,*C
,BAR,SRD,HMD,TMP,RNF,WND,WNG,WNS,DEW
27-07-2022 12:35,731.2,649,88.8,28.3,0,77,16,9,26.3
27-07-2022 12:40,731.1,645,88.2,28.8,0,49,19,6,26.6
27-07-2022 12:45,730.4,479,89.1,28.3,0,124,16,8,26.3
27-07-2022 12:50,730.3,547,89.2,27.9,0,49,20,12,26
27-07-2022 12:55,730.9,621,87.8,28.6,0,81,16,9,26.4
27-07-2022 13:00,730.6,635,87.4,28.6,0,67,16,9,26.3
27-07-2022 13:05,730,497,87.6,28.4,0,96,22,11,26.1
27-07-2022 13:10,730.1,481,88.4,28.1,0,64,20,14,26
27-07-2022 13:15,730.4,500,88.1,28.4,0,55,19,9,26.2
27-07-2022 13:20,730.3,535,86.9,28.6,0,69,12,8,26.2
27-07-2022 13:25,730.1,515,87,28.6,0,63,17,11,26.2
27-07-2022 13:30,729.9,367,87.7,28.2,0,96,17,9,26
27-07-2022 13:35,730.1,460,87.8,28.2,0,74,19,9,26
27-07-2022 13:40,730.2,428,87.5,28.4,0,60,16,8,26.1
27-07-2022 13:45,730.1,371,87.6,28.2,0,98,12,8,25.9
27-07-2022 13:50,730.1,249,88.8,28.1,0,66,12,6,26.1
27-07-2022 13:55,730.3,210,89.1,27.9,0,77,14,9,25.9
27-07-2022 14:00,730.3,237,89.7,27.7,0,88,12,8,25.9
27-07-2022 14:05,730.4,361,88.6,28.2,0,97,11,6,26.1
27-07-2022 14:10,730.4,280,88.5,28,0,114,16,8,25.9
27-07-2022 14:15,730.3,283,88.3,28,0,66,16,6,25.9
27-07-2022 14:20,730.2,336,88.3,28,0,72,12,8,25.9
27-07-2022 14:25,730.2,348,88.2,28.1,0,55,14,8,26
27-07-2022 14:30,730.2,160,89.7,27.7,0,69,16,9,25.9
27-07-2022 14:35,730.2,126,91.6,27.2,0,60,17,11,25.7
27-07-2022 14:40,730.4,146,91.3,27.2,0,56,16,11,25.7
27-07-2022 14:45,730.4,201,90.4,27.6,0,55,16,8,25.9
27-07-2022 14:50,730.2,213,89.8,27.6,0,114,17,8,25.8
27-07-2022 14:55,730.2,196,89.9,27.6,0,57,16,6,25.8
27-07-2022 15:00,730.2,151,89.8,27.7,0,96,9,4,25.9
27-07-2022 15:05,730.2,158,89.3,27.7,0,52,9,6,25.8
27-07-2022 15:10,730.1,201,88.4,27.8,0,56,17,9,25.7
27-07-2022 15:15,730,249,87.5,28.2,0,55,14,8,25.9
27-07-2022 15:20,729.9,263,87.2,28.3,0,63,11,6,26
27-07-2022 15:25,729.7,277,87,28.4,0,66,11,8,26
27-07-2022 15:30,729.6,292,86.1,28.6,0,56,17,9,26
27-07-2022 15:35,729.4,401,85.1,28.6,0,70,16,11,25.8
27-07-2022 15:40,729.3,367,85.1,28.8,0,60,14,9,26
27-07-2022 15:45,729.2,364,84.9,28.8,0,66,14,11,26
27-07-2022 15:50,729.1,816,82.2,29.7,0,62,14,9,26.3
27-07-2022 15:55,729,851,79.6,30.2,0,77,16,9,26.3
27-07-2022 16:00,728.7,593,80.6,29.9,0,53,17,12,26.2
27-07-2022 16:05,728.7,766,79.2,30.2,0,69,17,9,26.2
27-07-2022 16:10,728.6,641,79.6,30.1,0,79,14,9,26.2
27-07-2022 16:15,728.6,445,80.5,30.1,0,83,11,6,26.4
27-07-2022 16:20,728.6,539,79.5,30.2,0,66,12,6,26.3
27-07-2022 16:25,728.6,342,80.4,30,0,87,11,6,26.3
27-07-2022 16:30,728.6,312,80.9,29.9,0,60,11,4,26.3
27-07-2022 16:35,728.6,280,80.9,29.9,0,83,11,6,26.3
27-07-2022 16:40,728.6,265,81.1,29.6,0,74,16,8,26
27-07-2022 16:45,728.7,283,80.8,29.8,0,93,12,6,26.1
27-07-2022 16:50,728.7,268,81.3,29.7,0,79,11,6,26.1
27-07-2022 16:55,728.6,244,81.5,29.7,0,74,8,3,26.2
27-07-2022 17:00,728.5,183,82.8,29.5,0,81,8,3,26.3
27-07-2022 17:05,728.6,124,82.8,29.4,0,70,8,3,26.2
27-07-2022 17:10,728.6,87,84.2,29.1,0,67,8,4,26.2
27-07-2022 17:15,728.7,77,85.8,28.9,0,52,4,1,26.3
27-07-2022 17:20,728.8,69,87.2,28.7,0,43,4,1,26.4
27-07-2022 17:25,729,64,87.2,28.6,0,28,6,3,26.3
27-07-2022 17:30,729,68,88.1,28.4,0,182,8,1,26.2
27-07-2022 17:35,729.1,53,88.9,28.4,0,81,8,3,26.4
27-07-2022 17:40,729.2,67,88.8,28.4,0,28,11,3,26.4
27-07-2022 17:45,729.1,102,88.4,28.6,0,59,8,3,26.5
27-07-2022 17:50,729.1,183,86.8,28.8,0,45,16,6,26.4
27-07-2022 17:55,729.1,179,86.5,28.9,0,62,12,8,26.4
27-07-2022 18:00,729.1,147,86.1,28.9,0,52,8,4,26.3
27-07-2022 18:05,729,123,85.6,28.9,0,59,12,6,26.2
27-07-2022 18:10,729,116,85.1,28.9,0,45,11,6,26.1
27-07-2022 18:15,728.9,128,84.7,28.9,0,39,11,8,26.1
27-07-2022 18:20,729,157,83.5,29.1,0,50,11,6,26
27-07-2022 18:25,729,115,85.5,28.8,0,79,17,8,26.1
27-07-2022 18:30,729.1,106,89.1,28.2,0,91,19,9,26.2
27-07-2022 18:35,729.3,84,90.1,27.9,0,50,11,4,26.1
27-07-2022 18:40,729.4,54,91.4,27.6,0.2,118,11,4,26.1
27-07-2022 18:45,729.6,36,92.7,27.2,0,69,9,4,25.9
27-07-2022 18:50,729.8,27,93.2,27.3,0,45,8,3,26.1
27-07-2022 18:55,730,25,93.5,27.4,0,67,11,3,26.3
27-07-2022 19:00,730.1,17,93.7,27.4,0,56,8,3,26.3
27-07-2022 19:05,730.2,8,93.6,27.4,0,163,8,1,26.3
27-07-2022 19:10,730.2,4,93.3,27.4,0,184,9,1,26.2
27-07-2022 19:15,730.3,2,92.8,27.4,0,77,6,1,26.1
27-07-2022 19:20,730.4,2,91.8,27.5,0,139,8,3,26
27-07-2022 19:25,730.4,1,90,27.6,0,111,8,3,25.8
27-07-2022 19:30,730.5,0,90.3,27.4,0,211,8,1,25.7
27-07-2022 19:35,730.5,0,90.3,27.4,0,46,22,8,25.7
27-07-2022 19:40,730.6,0,90.6,27.3,0,122,19,4,25.6
27-07-2022 19:45,730.6,0,91,27.3,0,94,8,3,25.7
27-07-2022 19:50,730.7,0,91.7,27.3,0,151,14,4,25.8
27-07-2022 19:55,730.7,0,92.4,27.2,0,168,9,3,25.9
27-07-2022 20:00,730.7,0,93.3,27.1,0,111,9,4,25.9
27-07-2022 20:05,730.9,0,93.7,27.1,0,98,11,6,26
27-07-2022 20:10,731,0,93.6,27.1,0,67,9,3,26
27-07-2022 20:15,731,0,93.5,27.1,0,67,16,6,26
27-07-2022 20:20,731.2,0,93.7,27,0,173,14,4,25.9
27-07-2022 20:25,731.2,0,94.8,26.9,0,94,8,4,26
27-07-2022 20:30,731.3,0,95.3,26.8,0,112,8,3,26
27-07-2022 20:35,731.2,0,95.4,26.7,0,88,9,3,25.9
27-07-2022 20:40,731.3,0,95.7,26.7,0,64,12,3,26
27-07-2022 20:45,731.2,0,96,26.7,0,67,11,3,26
27-07-2022 20:50,731.2,0,96.2,26.6,0,124,11,3,25.9
27-07-2022 20:55,731.2,0,96.5,26.6,0,179,6,1,26
27-07-2022 21:00,731.3,0,96.5,26.6,0,57,9,4,26
27-07-2022 21:05,731.4,0,96.4,26.6,0,66,6,1,26
27-07-2022 21:10,731.5,0,96.1,26.7,0,88,9,3,26
27-07-2022 21:15,731.5,0,95.3,26.7,0,103,11,4,25.9
27-07-2022 21:20,731.5,0,94.9,26.7,0,60,12,4,25.8
27-07-2022 21:25,731.7,0,95.2,26.7,0,79,8,3,25.9
27-07-2022 21:30,731.8,0,95.2,26.7,0,36,11,4,25.9
27-07-2022 21:35,731.9,0,94.6,26.7,0,153,11,3,25.8
27-07-2022 21:40,731.9,0,94.1,26.7,0,46,12,6,25.7
27-07-2022 21:45,731.8,0,94,26.8,0,88,17,6,25.8
27-07-2022 21:50,731.8,0,94.2,26.8,0,63,11,4,25.8
27-07-2022 21:55,731.8,0,94.7,26.7,0,149,9,3,25.8
27-07-2022 22:00,731.9,0,94.8,26.7,0,83,9,4,25.8
27-07-2022 22:05,732.1,0,95,26.7,0,105,8,3,25.8
27-07-2022 22:10,732.2,0,94.4,26.8,0,39,14,6,25.8
27-07-2022 22:15,732.2,0,94.1,26.7,0,101,9,4,25.7
27-07-2022 22:20,732.3,0,93.9,26.8,0,135,11,6,25.7
27-07-2022 22:25,732.3,0,94.1,26.7,0,66,17,6,25.7
27-07-2022 22:30,732.4,0,93.4,26.7,0,98,14,8,25.5
27-07-2022 22:35,732.5,0,93,26.4,0,66,19,9,25.2
27-07-2022 22:40,732.6,0,93.2,26.3,0,69,12,6,25.1
27-07-2022 22:45,732.6,0,93.1,26.3,0,77,12,6,25.1
27-07-2022 22:50,732.6,0,92.9,26.3,0,52,12,9,25.1
27-07-2022 22:55,732.6,0,92.8,26.2,0,79,14,9,24.9
27-07-2022 23:00,732.6,0,93.2,26.3,0,59,14,8,25.1
27-07-2022 23:05,732.6,0,93.8,26.2,0,76,11,8,25.1
27-07-2022 23:10,732.6,0,94.3,26.2,0,67,14,6,25.2
27-07-2022 23:15,732.6,0,94.7,26.1,0,42,17,9,25.2
27-07-2022 23:20,732.6,0,95,26,0,128,19,9,25.1
27-07-2022 23:25,732.6,0,95.1,25.9,0,53,14,8,25.1
27-07-2022 23:30,732.6,0,95.2,25.8,0,98,14,8,25
27-07-2022 23:35,732.7,0,95.6,25.7,0,74,17,9,24.9
27-07-2022 23:40,732.7,0,95.9,25.6,0,72,16,8,24.9
27-07-2022 23:45,732.7,0,95.6,25.5,0,97,14,8,24.7
27-07-2022 23:50,732.8,0,95.4,25.4,0,166,20,11,24.6
27-07-2022 23:55,732.7,0,95.6,25.5,0,62,19,8,24.7
28-07-2022 00:00,732.9,0,95.7,25.6,0,50,17,8,24.9
28-07-2022 00:05,732.9,0,95.5,25.6,0,70,19,9,24.8
28-07-2022 00:10,732.9,0,95.3,25.6,0,64,25,12,24.8
28-07-2022 00:15,733,0,95.2,25.5,0,96,17,11,24.7
28-07-2022 00:20,733,0,95.5,25.4,0,62,17,9,24.6
28-07-2022 00:25,733,0,95.9,25.3,0,66,19,9,24.6
28-07-2022 00:30,733.1,0,96.3,25.3,0,127,14,4,24.7
28-07-2022 00:35,733.1,0,96.7,25.3,0,114,8,4,24.7
28-07-2022 00:40,733.1,0,97.1,25.2,0.2,111,8,3,24.7
28-07-2022 00:45,733.2,0,97.4,25.2,0,59,11,4,24.8
28-07-2022 00:50,733.1,0,97.5,25.2,0,83,9,4,24.8
28-07-2022 00:55,733.1,0,97.5,25.2,0,96,9,4,24.8
28-07-2022 01:00,733,0,97.6,25.2,0,72,11,4,24.8
28-07-2022 01:05,732.9,0,97.7,25.2,0,38,12,4,24.8
28-07-2022 01:10,733,0,97.7,25.2,0.2,84,9,4,24.8
28-07-2022 01:15,733,0,97.7,25.1,0,88,9,4,24.7
28-07-2022 01:20,733,0,97.8,25.2,0.2,73,9,6,24.8
28-07-2022 01:25,732.9,0,97.8,25.1,0.2,87,12,6,24.7
28-07-2022 01:30,732.9,0,97.8,25.2,0,70,14,8,24.8
28-07-2022 01:35,732.9,0,97.8,25.1,0.2,124,16,4,24.7
28-07-2022 01:40,732.8,0,97.7,25.2,0,163,12,4,24.8
28-07-2022 01:45,732.9,0,97.7,25.1,0.2,122,9,4,24.7
28-07-2022 01:50,732.8,0,97.7,25.1,0.5,70,9,6,24.7
28-07-2022 01:55,732.8,0,97.6,25,0,49,19,8,24.6
28-07-2022 02:00,732.7,0,97.4,25.1,0.2,48,16,11,24.7
28-07-2022 02:05,732.8,0,97.4,25.1,0,43,12,6,24.7
28-07-2022 02:10,732.8,0,97.4,25.1,0.2,59,14,6,24.7
28-07-2022 02:15,732.7,0,97.4,25.1,0,63,8,4,24.7
28-07-2022 02:20,732.7,0,97.4,25.1,0,36,9,4,24.7
28-07-2022 02:25,732.8,0,97.4,25.2,0,43,9,4,24.8
28-07-2022 02:30,732.7,0,97.6,25.2,0.2,66,9,4,24.8
28-07-2022 02:35,732.6,0,97.7,25.2,0.2,50,11,6,24.8
28-07-2022 02:40,732.5,0,97.9,25.2,0,57,9,6,24.8
28-07-2022 02:45,732.5,0,97.9,25.2,0.2,45,9,6,24.8
28-07-2022 02:50,732.5,0,98,25.2,0,59,11,6,24.9
28-07-2022 02:55,732.4,0,98,25.2,0.2,40,8,4,24.9
28-07-2022 03:00,732.4,0,98.2,25.2,0,64,8,3,24.9
28-07-2022 03:05,732.4,0,98.3,25.3,0.2,81,11,4,25
28-07-2022 03:10,732.3,0,98.3,25.3,0,64,12,6,25
28-07-2022 03:15,732.2,0,98.1,25.3,0.2,55,11,6,25
28-07-2022 03:20,732.1,0,97.8,25.4,0,60,17,8,25
28-07-2022 03:25,732,0,97.5,25.4,0,79,14,8,25
28-07-2022 03:30,732,0,97.2,25.4,0,76,14,8,24.9
28-07-2022 03:35,731.9,0,97.1,25.5,0,63,20,9,25
28-07-2022 03:40,731.9,0,97,25.4,0.2,53,14,8,24.9
28-07-2022 03:45,732,0,97.1,25.4,0,46,12,8,24.9
28-07-2022 03:50,732,0,97.2,25.4,0.2,33,12,8,24.9
28-07-2022 03:55,731.9,0,97.1,25.4,0,56,14,9,24.9
28-07-2022 04:00,731.9,0,97,25.5,0,53,12,6,25
28-07-2022 04:05,731.9,0,96.9,25.5,0,64,12,9,25
28-07-2022 04:10,731.9,0,97.1,25.4,0,42,14,8,24.9
28-07-2022 04:15,731.9,0,97.1,25.4,0,55,16,9,24.9
28-07-2022 04:20,732,0,97,25.5,0,55,16,9,25
28-07-2022 04:25,732,0,97.1,25.4,0,49,14,8,24.9
28-07-2022 04:30,732,0,96.9,25.4,0,62,12,6,24.9
28-07-2022 04:35,732,0,96.7,25.5,0,43,16,9,24.9
28-07-2022 04:40,732.1,0,96.7,25.5,0,70,14,6,24.9
28-07-2022 04:45,732.1,0,96.8,25.5,0,96,12,4,25
28-07-2022 04:50,732.1,0,96.6,25.5,0,84,14,8,24.9
28-07-2022 04:55,732.1,0,96.5,25.5,0,67,14,8,24.9
28-07-2022 05:00,732.1,0,96.2,25.6,0,48,19,9,24.9
28-07-2022 05:05,732.2,0,96,25.6,0,43,14,9,24.9
28-07-2022 05:10,732.1,0,96.1,25.6,0,64,14,8,24.9
28-07-2022 05:15,732.2,0,96.2,25.5,0,53,11,8,24.8
28-07-2022 05:20,732.2,0,96,25.5,0,48,14,8,24.8
28-07-2022 05:25,732.2,0,96.1,25.5,0,60,11,4,24.8
28-07-2022 05:30,732.3,0,96.3,25.4,0,42,12,6,24.8
28-07-2022 05:35,732.3,0,96,25.5,0,60,14,8,24.8
28-07-2022 05:40,732.3,0,95.7,25.6,0,42,16,9,24.9
28-07-2022 05:45,732.3,0,95.6,25.6,0,76,11,6,24.8
28-07-2022 05:50,732.4,0,95.8,25.5,0,63,12,8,24.8
28-07-2022 05:55,732.5,0,95.6,25.5,0,62,12,8,24.7
28-07-2022 06:00,732.5,0,95.8,25.5,0,86,9,4,24.8
28-07-2022 06:05,732.5,0,95.8,25.5,0,73,9,4,24.8
28-07-2022 06:10,732.6,0,95.7,25.4,0,66,11,4,24.7
28-07-2022 06:15,732.6,1,95.5,25.6,0,79,9,4,24.8
28-07-2022 06:20,732.7,2,95.5,25.5,0,43,14,6,24.7
28-07-2022 06:25,732.7,4,95.2,25.5,0,62,14,6,24.7
28-07-2022 06:30,732.8,6,95.2,25.5,0,46,9,4,24.7
28-07-2022 06:35,732.9,9,95,25.7,0,90,16,4,24.8
28-07-2022 06:40,733.1,8,95.1,25.6,0,24,8,3,24.8
28-07-2022 06:45,733.1,11,95.1,25.6,0,62,8,3,24.8
28-07-2022 06:50,733.1,13,95,25.6,0,110,8,1,24.7
28-07-2022 06:55,733.3,17,94.9,25.6,0,33,8,4,24.7
28-07-2022 07:00,733.2,27,94.9,25.6,0,69,6,3,24.7
28-07-2022 07:05,733.3,41,94.3,25.7,0,125,11,4,24.7
28-07-2022 07:10,733.2,32,94.3,25.7,0,59,11,4,24.7
28-07-2022 07:15,733.2,49,94.3,25.7,0,63,12,6,24.7
28-07-2022 07:20,733.1,47,94.1,25.7,0,103,19,8,24.7
28-07-2022 07:25,733.2,53,94.3,25.7,0,110,12,6,24.7
28-07-2022 07:30,733.2,78,94.2,25.8,0,64,12,8,24.8
28-07-2022 07:35,733.2,84,94.1,25.8,0,80,14,8,24.8
28-07-2022 07:40,733.2,102,93.9,25.9,0,46,12,6,24.8
28-07-2022 07:45,733.2,105,93.8,26,0,79,11,4,24.9
28-07-2022 07:50,733.3,102,93.5,26,0,72,11,4,24.9
28-07-2022 07:55,733.4,98,93.3,26,0,36,14,6,24.8
28-07-2022 08:00,733.5,87,93.4,26.1,0,70,8,4,24.9
28-07-2022 08:05,733.4,118,93,26.1,0,66,9,4,24.9
28-07-2022 08:10,733.5,111,92.7,26.2,0,43,11,4,24.9
28-07-2022 08:15,733.4,97,92.3,26.2,0,69,14,6,24.9
28-07-2022 08:20,733.4,74,92.6,26.1,0,52,14,9,24.8
28-07-2022 08:25,733.5,84,92.5,26.1,0,50,17,11,24.8
28-07-2022 08:30,733.4,153,92,26.2,0,67,16,11,24.8
28-07-2022 08:35,733.5,249,91.1,26.4,0,57,17,9,24.8
28-07-2022 08:40,733.3,170,90.9,26.6,0,46,14,8,25
28-07-2022 08:45,733.2,120,91.5,26.3,0,52,16,9,24.8
28-07-2022 08:50,733.4,136,91.3,26.3,0,46,19,11,24.8
28-07-2022 08:55,733.5,191,90.8,26.4,0,52,17,9,24.8
28-07-2022 09:00,733.4,136,91.1,26.6,0,46,9,4,25
28-07-2022 09:05,733.3,135,91,26.5,0,115,14,6,24.9
28-07-2022 09:10,733.3,106,91.2,26.4,0,132,17,8,24.8
28-07-2022 09:15,733.4,183,91.1,26.4,0,70,22,9,24.8
28-07-2022 09:20,733.3,398,89,27.1,0,60,12,6,25.1
28-07-2022 09:25,732.8,464,87.7,27.4,0,72,17,9,25.2
28-07-2022 09:30,732.4,500,87.1,27.4,0,43,14,11,25.1
28-07-2022 09:35,732.2,391,87.4,27.5,0,79,16,9,25.2
28-07-2022 09:40,732.2,378,87,27.4,0,50,17,12,25
28-07-2022 09:45,732.5,356,86.7,27.4,0,74,24,11,25
28-07-2022 09:50,732.6,377,86.7,27.4,0,101,19,9,25
28-07-2022 09:55,732.7,392,86.9,27.4,0,48,19,11,25
28-07-2022 10:00,732.7,442,85.8,27.9,0,77,16,6,25.3
28-07-2022 10:05,732.6,534,84.9,27.8,0,72,14,9,25
28-07-2022 10:10,732.3,598,83,28.5,0,70,16,8,25.3
28-07-2022 10:15,731.8,329,85,28,0,50,12,6,25.2
28-07-2022 10:20,732.1,537,83.2,28.4,0,70,16,9,25.3
28-07-2022 10:25,732.2,398,83.7,28.1,0,49,19,9,25.1
28-07-2022 10:30,732.4,415,83.3,28.3,0,98,12,8,25.2
28-07-2022 10:35,732.5,419,82.7,28.5,0,88,12,8,25.3
28-07-2022 10:40,732.5,279,83.4,28.3,0,131,14,8,25.2
28-07-2022 10:45,732.5,221,84.4,27.8,0,74,22,12,24.9
28-07-2022 10:50,732.8,410,83.8,28.2,0,88,16,8,25.2
28-07-2022 10:55,732.8,286,83.7,28.1,0,69,16,8,25.1
28-07-2022 11:00,732.9,290,83.8,28.2,0,76,17,8,25.2
28-07-2022 11:05,733,261,84.1,28.1,0,101,16,9,25.2
28-07-2022 11:10,733,415,83.3,28.2,0,66,14,8,25.1
28-07-2022 11:15,732.8,340,81.8,28.8,0,79,8,3,25.4
28-07-2022 11:20,732.5,238,83,28.5,0,96,9,4,25.3
28-07-2022 11:25,732.5,393,82.8,28.3,0,39,16,11,25.1
28-07-2022 11:30,732.5,800,80.6,29,0,46,16,11,25.3
28-07-2022 11:35,732,1207,75.6,30.4,0,66,16,9,25.6
28-07-2022 11:40,730.7,1176,73.3,31,0,55,19,11,25.7
28-07-2022 11:45,730.2,593,78.4,29.3,0,55,20,12,25.1
28-07-2022 11:50,730.9,624,79.5,29,0,49,19,12,25.1
28-07-2022 11:55,731.4,658,79.1,29.4,0,59,17,9,25.4
28-07-2022 12:00,731.6,498,79.7,29.2,0,94,14,9,25.3
28-07-2022 12:05,731.8,523,79.9,29.2,0,59,16,11,25.4
28-07-2022 12:10,731.8,321,80.5,29.1,0,53,14,6,25.4
28-07-2022 12:15,731.8,460,80.9,28.7,0,46,22,16,25.1
28-07-2022 12:20,732,789,78.3,29.6,0,76,17,11,25.4
28-07-2022 12:25,731.5,892,76.6,30.2,0,70,14,9,25.6
28-07-2022 12:30,731.1,924,74.5,30.8,0,93,14,8,25.7
28-07-2022 12:35,730.9,797,76,30.1,0,66,19,14,25.4
28-07-2022 12:40,731.1,575,77.2,29.9,0,59,19,11,25.5
28-07-2022 12:45,731.2,509,78,29.6,0,100,22,12,25.4
28-07-2022 12:50,731.4,534,77.1,29.8,0,63,16,12,25.4
28-07-2022 12:55,731.3,508,77.1,29.6,0,43,24,14,25.2
28-07-2022 13:00,731.4,500,77.5,29.7,0,87,22,11,25.3
28-07-2022 13:05,731.3,672,76.4,30.2,0,67,14,9,25.6
28-07-2022 13:10,730.9,674,75.2,30.2,0,101,20,11,25.3
28-07-2022 13:15,730.9,612,75.3,30.1,0,70,20,12,25.2
28-07-2022 13:20,730.9,700,75.5,30.1,0,60,22,17,25.3
28-07-2022 13:25,731,685,74.8,30.4,0,72,20,12,25.4
28-07-2022 13:30,731,658,76.8,30.1,0,115,19,9,25.6
28-07-2022 13:35,730.9,682,76.7,29.8,0,77,19,12,25.3
28-07-2022 13:40,730.8,763,75.5,30,0,40,25,12,25.2
28-07-2022 13:45,730.9,570,77,29.5,0,40,24,17,25
28-07-2022 13:50,731,669,77.5,29.8,0,45,20,14,25.4
28-07-2022 13:55,731,860,76.3,30.3,0,69,20,9,25.7
28-07-2022 14:00,730.8,1032,75.2,30.4,0,55,20,14,25.5
28-07-2022 14:05,730.6,610,76.3,30,0,46,20,14,25.4
28-07-2022 14:10,730.6,666,74.8,30.2,0,52,22,14,25.2
28-07-2022 14:15,730.6,727,72.9,30.4,0,52,20,14,25
28-07-2022 14:20,730.6,577,73.1,30.5,0,60,19,9,25.1
28-07-2022 14:25,730.6,503,73.7,30.2,0,64,22,12,25
28-07-2022 14:30,730.5,534,73.9,30.3,0,69,17,9,25.1
28-07-2022 14:35,730.4,502,74,30.3,0,52,16,9,25.1
28-07-2022 14:40,730.4,568,74.3,30.2,0,52,24,16,25.1
28-07-2022 14:45,730.4,872,71.9,30.8,0,60,27,16,25.1
28-07-2022 14:50,730.2,705,72.8,30.4,0,56,24,17,25
28-07-2022 14:55,730.2,566,72.5,30.4,0,57,19,12,24.9
28-07-2022 15:00,730.2,584,72.1,30.4,0,53,24,17,24.8
28-07-2022 15:05,730.2,789,70.6,30.6,0,55,27,17,24.6
28-07-2022 15:10,730.1,869,70.4,30.3,0,55,27,19,24.3
28-07-2022 15:15,730.1,697,70.9,30.2,0,62,24,19,24.3
28-07-2022 15:20,730.2,860,70.1,31,0,64,17,11,24.9
28-07-2022 15:25,729.9,631,71.4,30.6,0,60,24,16,24.8
28-07-2022 15:30,729.9,630,72.1,30.4,0,80,22,12,24.8
28-07-2022 15:35,729.9,850,70.4,30.9,0,50,20,14,24.9
28-07-2022 15:40,729.9,539,72.7,30.6,0,63,19,12,25.1
28-07-2022 15:45,729.8,555,72.8,30.4,0,62,20,14,25
28-07-2022 15:50,729.8,480,73.4,30.2,0,63,24,14,24.9
28-07-2022 15:55,729.9,361,73.1,30.2,0,67,28,14,24.8
28-07-2022 16:00,729.9,378,72.8,30.4,0,76,20,11,25
28-07-2022 16:05,729.9,388,71.1,30.8,0,87,17,8,25
28-07-2022 16:10,729.8,522,69.4,30.7,0,62,24,12,24.5
28-07-2022 16:15,729.8,669,68.7,31.1,0,40,24,14,24.7
28-07-2022 16:20,729.7,776,68.2,31.4,0,79,20,11,24.8
28-07-2022 16:25,729.6,781,68.1,31.6,0,59,22,14,25
28-07-2022 16:30,729.5,682,69.2,31.3,0,52,17,12,25
28-07-2022 16:35,729.4,428,70.5,30.9,0,49,20,12,24.9
28-07-2022 16:40,729.6,369,70.7,30.8,0,53,12,8,24.9
28-07-2022 16:45,729.6,301,71.4,30.3,0,59,20,14,24.5
28-07-2022 16:50,729.6,300,72.1,30.4,0,36,19,12,24.8
28-07-2022 16:55,729.7,438,71,30.7,0,38,19,12,24.8
28-07-2022 17:00,729.6,237,71.5,30.5,0,98,22,11,24.8
28-07-2022 17:05,729.6,553,70.1,31.1,0,53,22,9,25
28-07-2022 17:10,729.4,353,70.6,31.2,0,98,12,6,25.2
28-07-2022 17:15,729.3,154,72.9,30.5,0,52,14,6,25.1
28-07-2022 17:20,729.4,184,73.6,30.4,0,45,12,6,25.1
28-07-2022 17:25,729.6,206,73.1,30.4,0,96,16,8,25
28-07-2022 17:30,729.7,190,73.1,30.3,0,53,16,9,24.9
28-07-2022 17:35,729.7,236,72.8,30.4,0,56,11,6,25
28-07-2022 17:40,729.6,359,71.4,31.2,0,110,9,4,25.4
28-07-2022 17:45,729.6,318,70.3,31.1,0,69,12,6,25.1
28-07-2022 17:50,729.6,196,71.5,30.6,0,80,14,6,24.9
28-07-2022 17:55,729.6,103,73,30.2,0,117,12,6,24.8
28-07-2022 18:00,729.8,89,73.5,30.1,0,49,14,8,24.8
28-07-2022 18:05,730,92,73.2,29.9,0,49,19,11,24.6
28-07-2022 18:10,730.1,94,74,30.1,0,55,11,6,25
28-07-2022 18:15,730.1,81,74.7,29.9,0,46,12,6,24.9
28-07-2022 18:20,730.1,78,74.8,29.9,0,48,11,6,24.9
28-07-2022 18:25,730.1,139,73.2,30.2,0,57,14,8,24.9
28-07-2022 18:30,730.1,150,72.4,30.3,0,50,14,8,24.8
28-07-2022 18:35,730.1,131,72.5,30.3,0,39,12,8,24.8
28-07-2022 18:40,730.2,105,72.6,30.2,0,56,16,9,24.7
28-07-2022 18:45,730.3,73,72.7,30.1,0,52,14,11,24.7
28-07-2022 18:50,730.4,46,73.1,29.9,0,46,12,6,24.6
28-07-2022 18:55,730.6,31,73.8,29.8,0,55,9,4,24.6
28-07-2022 19:00,730.7,24,74.5,29.7,0,46,9,4,24.7
28-07-2022 19:05,730.8,20,75.3,29.6,0,81,8,4,24.8
28-07-2022 19:10,730.9,16,75.9,29.5,0,35,8,4,24.8
28-07-2022 19:15,731,12,76.4,29.4,0,31,8,3,24.8
28-07-2022 19:20,731.1,8,77.2,29.3,0,42,9,4,24.9
28-07-2022 19:25,731.2,4,77.6,29.2,0,39,9,6,24.9
28-07-2022 19:30,731.2,2,77.7,29.2,0,39,16,6,24.9
28-07-2022 19:35,731.2,0,77.7,29.2,0,129,11,6,24.9
28-07-2022 19:40,731.3,0,77.3,29.1,0,49,19,11,24.7
28-07-2022 19:45,731.4,0,74.4,29,0,132,19,8,24
28-07-2022 19:50,731.5,0,75.6,28.8,0,52,12,6,24.1
28-07-2022 19:55,731.6,0,76.3,28.6,0,42,9,6,24
28-07-2022 20:00,731.7,0,76.8,28.7,0,81,12,6,24.2
28-07-2022 20:05,731.8,0,77.3,28.6,0,45,9,4,24.2
28-07-2022 20:10,731.9,0,77.5,28.7,0,42,8,4,24.4
